timestamp(ms),RAW,
"1714597370.021","2",
"1714597370.023","2",
"1714597370.025","2",
"1714597370.027","2",
"1714597370.029","2",
"1714597370.031","2",
"1714597370.033","2",
"1714597370.035","2",
"1714597370.037","2",
"1714597370.039","2",
"1714597370.041","2",
"1714597370.043","2",
"1714597370.045","2",
"1714597370.047","2",
"1714597370.049","2",
"1714597370.051","2",
"1714597370.053","2",
"1714597370.055","2",
"1714597370.057","2",
"1714597370.059","2",
"1714597370.062","2",
"1714597370.063","2",
"1714597370.065","2",
"1714597370.067","2",
"1714597370.069","2",
"1714597370.071","2",
"1714597370.073","2",
"1714597370.075","2",
"1714597370.077","2",
"1714597370.079","2",
"1714597370.081","2",
"1714597370.083","2",
"1714597370.085","2",
"1714597370.087","2",
"1714597370.089","2",
"1714597370.091","2",
"1714597370.093","2",
"1714597370.096","2",
"1714597370.097","2",
"1714597370.099","2",
"1714597370.101","2",
"1714597370.103","2",
"1714597370.105","2",
"1714597370.107","2",
"1714597370.109","2",
"1714597370.111","2",
"1714597370.113","2",
"1714597370.115","2",
"1714597370.118","2",
"1714597370.12","2",
"1714597370.121","2",
"1714597370.124","2",
"1714597370.126","2",
"1714597370.128","2",
"1714597370.13","2",
"1714597370.131","2",
"1714597370.134","2",
"1714597370.136","2",
"1714597370.138","2",
"1714597370.14","2",
"1714597370.142","2",
"1714597370.144","2",
"1714597370.146","2",
"1714597370.148","2",
"1714597370.15","2",
"1714597370.152","2",
"1714597370.154","2",
"1714597370.156","3",
"1714597370.158","3",
"1714597370.16","4",
"1714597370.162","4",
"1714597370.164","4",
"1714597370.166","5",
"1714597370.168","5",
"1714597370.17","5",
"1714597370.172","5",
"1714597370.174","6",
"1714597370.176","6",
"1714597370.178","6",
"1714597370.18","6",
"1714597370.182","7",
"1714597370.184","7",
"1714597370.186","7",
"1714597370.188","7",
"1714597370.19","7",
"1714597370.192","7",
"1714597370.194","7",
"1714597370.196","7",
"1714597370.198","8",
"1714597370.2","8",
"1714597370.202","8",
"1714597370.204","8",
"1714597370.206","8",
"1714597370.208","8",
"1714597370.21","8",
"1714597370.212","9",
"1714597370.214","8",
"1714597370.216","9",
"1714597370.218","9",
"1714597370.22","9",
"1714597370.222","9",
"1714597370.224","9",
"1714597370.25","10",
"1714597370.251","9",
"1714597370.252","10",
"1714597370.26","10",
"1714597370.263","10",
"1714597370.266","10",
"1714597370.267","10",
"1714597370.268","10",
"1714597370.271","10",
"1714597370.274","10",
"1714597370.275","11",
"1714597370.276","10",
"1714597370.279","11",
"1714597370.281","10",
"1714597370.285","11",
"1714597370.286","10",
"1714597370.289","11",
"1714597370.291","11",
"1714597370.294","11",
"1714597370.295","11",
"1714597370.297","11",
"1714597370.299","11",
"1714597370.303","11",
"1714597370.305","11",
"1714597370.307","11",
"1714597370.309","10",
"1714597370.313","11",
"1714597370.315","11",
"1714597370.317","11",
"1714597370.323","11",
"1714597370.325","11",
"1714597370.327","11",
"1714597370.331","11",
"1714597370.333","11",
"1714597370.335","11",
"1714597370.337","11",
"1714597370.341","11",
"1714597370.343","11",
"1714597370.345","11",
"1714597370.351","11",
"1714597370.353","11",
"1714597370.355","11",
"1714597370.359","11",
"1714597370.361","11",
"1714597370.363","11",
"1714597370.365","11",
"1714597370.369","11",
"1714597370.371","11",
"1714597370.373","11",
"1714597370.377","11",
"1714597370.379","11",
"1714597370.381","11",
"1714597370.383","11",
"1714597370.387","12",
"1714597370.389","11",
"1714597370.391","12",
"1714597370.393","11",
"1714597370.397","11",
"1714597370.399","12",
"1714597370.401","12",
"1714597370.405","12",
"1714597370.407","12",
"1714597370.409","12",
"1714597370.411","12",
"1714597370.415","12",
"1714597370.417","12",
"1714597370.419","12",
"1714597370.421","11",
"1714597370.425","11",
"1714597370.427","12",
"1714597370.429","12",
"1714597370.433","12",
"1714597370.435","12",
"1714597370.437","11",
"1714597370.439","11",
"1714597370.443","12",
"1714597370.444","12",
"1714597370.445","12",
"1714597370.447","12",
"1714597370.45","12",
"1714597370.453","12",
"1714597370.454","12",
"1714597370.455","12",
"1714597370.458","12",
"1714597370.461","12",
"1714597370.462","12",
"1714597370.463","12",
"1714597370.466","12",
"1714597370.468","12",
"1714597370.472","12",
"1714597370.474","12",
"1714597370.476","12",
"1714597370.478","12",
"1714597370.482","12",
"1714597370.483","12",
"1714597370.486","12",
"1714597370.49","12",
"1714597370.492","12",
"1714597370.494","12",
"1714597370.496","12",
"1714597370.5","12",
"1714597370.502","12",
"1714597370.504","12",
"1714597370.508","12",
"1714597370.51","12",
"1714597370.512","12",
"1714597370.514","12",
"1714597370.518","12",
"1714597370.52","12",
"1714597370.522","12",
"1714597370.524","12",
"1714597370.528","12",
"1714597370.53","12",
"1714597370.532","12",
"1714597370.536","12",
"1714597370.538","12",
"1714597370.54","12",
"1714597370.542","12",
"1714597370.546","12",
"1714597370.548","12",
"1714597370.55","12",
"1714597370.552","12",
"1714597370.556","12",
"1714597370.558","12",
"1714597370.56","12",
"1714597370.564","12",
"1714597370.566","12",
"1714597370.568","12",
"1714597370.57","12",
"1714597370.574","12",
"1714597370.576","12",
"1714597370.578","12",
"1714597370.58","12",
"1714597370.584","12",
"1714597370.586","12",
"1714597370.588","12",
"1714597370.592","12",
"1714597370.594","12",
"1714597370.596","12",
"1714597370.598","12",
"1714597370.602","12",
"1714597370.604","11",
"1714597370.606","12",
"1714597370.608","12",
"1714597370.612","12",
"1714597370.614","12",
"1714597370.616","12",
"1714597370.62","12",
"1714597370.621","12",
"1714597370.622","12",
"1714597370.624","12",
"1714597370.627","12",
"1714597370.63","12",
"1714597370.631","12",
"1714597370.632","12",
"1714597370.634","12",
"1714597370.64","12",
"1714597370.641","12",
"1714597370.642","12",
"1714597370.645","12",
"1714597370.648","12",
"1714597370.649","12",
"1714597370.65","12",
"1714597370.652","12",
"1714597370.654","12",
"1714597370.658","12",
"1714597370.66","12",
"1714597370.662","12",
"1714597370.666","12",
"1714597370.667","12",
"1714597370.669","12",
"1714597370.671","12",
"1714597370.673","12",
"1714597370.677","12",
"1714597370.679","12",
"1714597370.681","12",
"1714597370.683","12",
"1714597370.687","12",
"1714597370.689","12",
"1714597370.691","12",
"1714597370.695","12",
"1714597370.697","12",
"1714597370.699","12",
"1714597370.701","12",
"1714597370.705","12",
"1714597370.707","12",
"1714597370.709","12",
"1714597370.711","12",
"1714597370.715","12",
"1714597370.717","12",
"1714597370.719","12",
"1714597370.723","12",
"1714597370.725","12",
"1714597370.727","12",
"1714597370.729","12",
"1714597370.733","12",
"1714597370.735","12",
"1714597370.737","12",
"1714597370.739","12",
"1714597370.743","12",
"1714597370.745","12",
"1714597370.747","12",
"1714597370.751","12",
"1714597370.753","12",
"1714597370.755","12",
"1714597370.757","12",
"1714597370.761","12",
"1714597370.763","12",
"1714597370.765","12",
"1714597370.767","12",
"1714597370.771","12",
"1714597370.773","12",
"1714597370.775","12",
"1714597370.779","12",
"1714597370.781","12",
"1714597370.783","12",
"1714597370.785","12",
"1714597370.789","12",
"1714597370.791","12",
"1714597370.793","12",
"1714597370.799","12",
"1714597370.801","12",
"1714597370.803","12",
"1714597370.807","12",
"1714597370.809","12",
"1714597370.811","12",
"1714597370.813","12",
"1714597370.817","12",
"1714597370.819","12",
"1714597370.821","12",
"1714597370.827","12",
"1714597370.828","12",
"1714597370.829","12",
"1714597370.832","12",
"1714597370.836","12",
"1714597370.837","12",
"1714597370.839","12",
"1714597370.841","12",
"1714597370.845","12",
"1714597370.846","12",
"1714597370.847","12",
"1714597370.85","12",
